number,id,reviewText,summary,Label
2286,497,"Totally love this product!! I bought two - one for living room, one for bedroom.  I decided to try my hand in the bedroom first (in case I got frustrated and didn't finish the project).I've gotten items needing to be assembled before with all the hardware in one bag -- not so with this product!!  I'm impressed! Every nut, bolt, screw, washer, etc. is clearly packaged (individually by size and labeled!)The Arm also comes assembled -- which I disassembled for easier handling (the wall plate is attached to the Arm with two Carriage Bolts / easy to remove and makes holding in place while bolting to the wall a breeze).Took me 1-1/2 hours from start (gathering my tools) to finish (hanging the TV)  Oh, and I'm a 56 yr old disabled female.  I do have a  lot of construction/tool knowledge however.",What's the word for better than great???,1
35,499,Does what it's intended for below pricing found on other brands. I have a 32\ mo nted in the bedroom with this. Seems sturdy emough for it...went up easily. Only reason for docking one star is the difficulty in adjusting the unit in the beginning. You really need (on my unit at least) to work it for a while before installing so you don't have to put so much stress on the mounts once installed. It was VERY stiff and took quite a bit of muscle to loosen it up enough to adjust...even with the adjusters loosened for this purpose...suppose it's better to have it too tight than loose and have the tv \drift\ around.For $25.00 that I paid for a decent mount that has the range of angles...great find.,Great value,"1,4"
2287,500,"Bought this to mount my Samsung 40\ in the corner of my bedroom and it works great. Very easy to install, seems very sturdy, and the range of motion of the arms for a corner mount is perfect.",Easy Installation,1
2288,515,"5 stars because it was an excellent purchase. It came with all the required parts, the assembly had clear instructions and was easy to install. I am using it for a Sony Bravia 32&#34;... I've had it for 4 months so far and it works great.",Great Product,1
36,526,"Amazon as always 5 stars in service and shipping.The mount was for a VIZIO E260MV 26-Inch. Product comes adequate with a lot of screws, an Alan key and standard nut key that fits all the nuts. The bubble level (with magnet on the side) and cable are a nice addition.Had to cut 1 inch from the top and bottom of the base that gets screwed no to the TV, since it covered some of the inputs. Other wise very practical for my bedroom/Study that has more width so the convenience of swirling is why we wanted this and it does a good job.For the price ($25 and free shipping), its is a really good deal. Would recommend this.","Nice Flexiable mount, had to cut to fit VIZIO E260MV 26\","1,3"
1234,528,Received it very fast and onlyn took me less than a hour to install. Just make sure you make sure it's mounted to a stud.,good buy,"1,4"
1235,529,"Excellent product, fast shipping, great price, easy to install on wall, highly recommend this tv wall mount. I will be ordering this mount again for basement tv after i finish remodel. 24'' wall arm works perfectly as a corner mount in living room.",Excellent TV mount,1
2289,530,"Very happy with product very easy to install with all parts and instruction at my disposal .  Great price and shipping time was unbeatable , I would highly recommend to all family and friends !  thanks",Great,"1,4"
2290,539,"This is a heavy duty bracket and I successfully mounted a 32 inch Sansui LCD TV in about 2 hours, taking my time. There are two \tools\ provided. One is a hex key and it works. The other in a small box wrench. Throw the box wrench away as it is at least 1mm larger than the lags bolts provided and thus slips when used, could cause minor injury, and is totally useless. BTW, the pre- mounted bolts, as shipped, are torqued on tightly, watch the fingers and hands so as not to mash them once the torque pressure is released as you untighten them.  I strongly suggest using your own tools. Either a racket wrench or correct size box wrench. The lag bolts provided for mounting are large and should be mounted in a wall stud 2x4. To prevent splitting the stud, drill progressively larger pilot holes until you acheive the size correct for the mounting the lag bolts. The instructions are minimal and vague. For instance, there is a small component provided which looks like a screw cap with a small barbell thru the top.  Interesting, but here is no explanation what it is for. Also the mounting lag bolts should be six in number; only five were included in my shipment, so I winged it with a lag bolt of my own.  Mounting the TV to the TV plate has to be somewhat intuitive; screws are provided for most configurations. In summary, I liked this product but it has the snags, the bewilderments, and the amusements and the WTFs that plague most manufactured products made in China. For the price, we don't get German engineered quality or Swiss logic.  Bottom line is that it works.","Good bracket, couple snags.","1,3"
37,540,Easy to install and the TV is still on the wall after three weeks! I consider this a good value for the money,Good value for the money,1
1236,545,Unit was received promptly and was easily installed.  All hardware needed was included and easily utilized to install the unit.,Great unit at a great price,1
38,547,Simple to install. Great price . Fit well to my 47&#34; TV. The long arms make it easy to move around .,Great mount,1
