number,id,reviewText:,summary:,Label
108,1562,"I am starting to feel a little bad for my traditional books because I can't set my Nook down.  Storage is terrific, battery life hasn't been an issue and the selection of titles is amazing.  There are all kinds of accessories available and if you have questions, the support is great.HIGHLY recommend!",LOVE my Nook!,1
109,1564,Beware. I bought this used and the person or company I bought it from didn't have the common sense to de-register it from the previous owner. That should be done before you sell it. No excuse.,De-register Before Selling!!,3
110,1619,"The Nook arrived as described and in original packaging looking brand new. All buttons and charging cables work perfectly. The only downside was the previous owner forgot to remove their library and disconnect their account, after doing this the nook updated with my account and has been running perfectly ever since. I highly recommend the nook first edition to anyone who wants a reader but not a tablet. The screen is a great size and very easy on the eyes, while the reader is slow on the searching and web pages, it is rather outdated and this is expected. I highly recommend the Nook","Product in wonderful condition, only needed formatiing.","1,3"
111,1632,"I bought the color Nook for a family member for Christmas. If I didn't already have the iPad and prefer Apple products, I would have purchased one of these for myself. I think it makes a much more user friendly product than Android tablets, and the price is good. Combine a good product at a great price with an already large library available from Barnes & Noble, and you have a real competitor to the iPad and Kindle.",High quality e-reader iPad alternative,1
112,1635,"E-reader works well, although I've flashed it with a custom rom.Kindle app works well with custom android, but because I live in europe I haven't been able to install the nook application.The tablet is a bit on the slow side, but workable, the cpu inside isn't as quick as one of the more recent tablets.But I enjoy using it as an e-reader, which is why I bought it in the first place.",Good ereader and tablet,"1,3"
113,1646,Recently went overseas and took my Nook with me.Had no problems downloading my emails and even a new book.Overall this has been a problem free product for me .,Excellent product,1
114,1672,"I got this as a birthday present and I have been using it constantly ever since.  Reading, games, (although I wish there were more games available that were compatible to my Nook like they have with IPad but oh well...) I love that you can adjust the size of the print so I don't have to fall asleep with reading glasses on anymore in bed =D.  I read my beading tutorials on it, using the folio case accessory you can stand it up and open up a lot more workspace than having my MacBook open on the table taking up valuable space.  I am really happy with it as a first e-reader.",Love my Nook!,1
115,1679,for the longest time i have been thinking of buying kindle vs nook. i was sold to buying kindle for financial reasons but out of the blue i changed my mind and bought nook instead...so far it's been doing good to me and keeps me company....=),good buy,1
116,1717,I bought the Nook for my grandson because he loves reading and get on facebook and netflex all the time. Well we though about the Kindle but knew he would run our bill up so we bought him the Nook thinking we would just upload some free stuff for him. Come to find out you have to have a credit card to even download the free stuff on Nook. It is nothing like the Kindle. I am going to walmart next to see if the visa card the walmart sells will work on it. if not it is a pice of junk to me.,Good product but bad company,"1,3"
117,1726,Gave this as a gift for an avid reader.  She has enjoyed it and often uses it not only at home but for traveling.,Nook Color eReader,1
118,1729,"The nook is a piece of garbage! It freezes constantly and customer service is horrendous!!! I have literally spent hours on the phone with them, without satisfactory results. Please do not buy this! I also have a Kindle-when I had a problem with the device, they fedexed me a new one overnight!",please buy a kindle!!!!,"2,3"
119,1742,"This is by far the best choice if you're looking for a low priced tablet. I have the iPad, but honestly I feel guilty owning it since I don't want to take it anywhere despite it's Otterbox case. It's too big and bulky to put in my purse and the only reason I got it was to read books and magazines on the larger screen. It doesn't make sense for my purposes especially when I have the iPhone.The rooted Nook Color , however, is perfect. Especially since Amazon doesn't have a color Kindle yet. Great size, fast speed, $150 refurbished price, and I have Gingerbread 2.3 installed on a microSD card so I don't have to worry about the warranty. This is an awesome choice for anyone looking for either a reader and/or a tablet on the cheap.",Root Your Nook!,"1,3"
